City,Date,PM2.5,NO,CO,SO2,O3,AQI
Lucknow,2015-03-20,742.67,8.14,2.19,10.73,66.8,166.4635814889336
Lucknow,2015-03-21,518.1,8.47,2.05,10.99,59.02,607.0
Lucknow,2015-03-22,674.43,7.26,2.13,11.33,11.61,707.0
Lucknow,2015-03-23,41.71,8.14,2.33,10.59,14.01,699.0
Lucknow,2015-03-24,63.06,11.18,2.3,13.25,24.94,108.0
Lucknow,2015-03-25,50.6,23.82,2.29,14.75,23.06,111.0
Lucknow,2015-03-26,55.31,18.4,2.4,13.48,26.74,116.0
Lucknow,2015-03-27,60.99,8.08,2.13,11.27,26.71,104.0
Lucknow,2015-03-28,58.69,13.96,2.16,11.94,26.76,114.0
Lucknow,2015-03-29,56.07,8.47,2.24,13.86,26.77,124.0
Lucknow,2015-03-30,53.07,5.24,1.76,7.49,32.13,113.0
Lucknow,2015-03-31,40.51,10.66,2.36,11.17,18.76,104.0
Lucknow,2015-04-01,60.06,10.92,2.17,12.14,27.28,124.0
Lucknow,2015-04-02,59.78,15.1,2.66,12.63,27.54,157.0
Lucknow,2015-04-03,75.52,11.98,2.37,13.38,22.52,122.0
Lucknow,2015-04-04,41.71,8.84,1.99,12.6,25.81,144.0
Lucknow,2015-04-05,50.51,9.11,1.97,10.93,26.59,123.0
Lucknow,2015-04-06,37.74,10.77,2.15,10.73,23.46,114.0
Lucknow,2015-04-07,49.06,16.02,2.17,12.01,24.7,120.0
Lucknow,2015-04-08,36.35,10.65,2.36,14.49,26.18,117.0
Lucknow,2015-04-09,37.09,6.94,2.23,10.67,26.64,104.0
Lucknow,2015-04-10,48.37,8.11,2.21,13.69,26.09,108.0
Lucknow,2015-04-11,63.86,10.62,2.45,24.19,25.95,114.0
Lucknow,2015-04-12,54.17,10.22,2.35,11.24,20.51,134.0
Lucknow,2015-04-13,44.54,13.87,2.25,10.94,11.56,103.0
Lucknow,2015-04-14,45.94,19.27,2.26,12.54,11.41,103.0
Lucknow,2015-04-15,44.87,14.5,2.28,15.35,11.57,104.0
Lucknow,2015-04-16,47.12,17.18,2.93,11.25,16.45,104.0
Lucknow,2015-04-17,43.82,10.33,2.09,8.84,29.6,103.0
Lucknow,2015-04-18,44.13,10.12,1.63,7.51,26.97,166.4635814889336
Lucknow,2015-04-19,43.04,12.47,3.21,21.52,25.29,105.0
Lucknow,2015-04-20,36.72,10.37,3.25,16.62,22.79,167.0
Lucknow,2015-04-21,44.07,11.1,2.06,16.35,34.5,122.0
Lucknow,2015-04-22,32.86,16.59,2.37,17.14,21.25,133.0
Lucknow,2015-04-23,50.1,6.4,2.28,37.56,29.22,102.0
Lucknow,2015-04-24,44.39,2.88,2.23,35.52,26.23,113.0
Lucknow,2015-04-25,39.98,4.04,2.75,42.87,19.56,160.0
Lucknow,2015-04-26,44.83,3.59,2.04,45.84,21.32,105.0
Lucknow,2015-04-27,46.26,3.54,2.0,21.77,25.28,104.0
Lucknow,2015-04-28,42.06,3.6,2.38,10.34,23.73,111.0
Lucknow,2015-04-29,34.93,3.19,2.44,8.87,25.91,110.0
Lucknow,2015-04-30,46.02,3.59,2.15,15.07,26.25,109.0
Lucknow,2015-05-01,105.39,3.97,2.28,11.31,16.26,162.0
Lucknow,2015-05-02,49.21,3.82,2.26,13.08,32.57,175.0
Lucknow,2015-05-03,42.74,3.68,2.36,14.72,39.37,133.0
Lucknow,2015-05-04,44.41,3.76,2.32,15.75,31.8,118.0
Lucknow,2015-05-05,33.52,3.9,2.48,13.58,15.89,119.0
Lucknow,2015-05-06,29.95,3.63,2.39,11.79,19.7,114.0
Lucknow,2015-05-07,29.69,2.92,2.19,11.86,43.82,115.0
Lucknow,2015-05-08,28.56,1.68,2.43,11.19,42.55,148.0
Lucknow,2015-05-09,28.45,1.47,3.25,12.45,48.76,176.0
Lucknow,2015-05-10,32.08,3.17,2.95,9.7,41.08,150.0
Lucknow,2015-05-11,36.26,2.51,2.91,20.09,47.42,163.0
Lucknow,2015-05-12,29.07,1.41,2.65,7.57,49.44,138.0
Lucknow,2015-05-13,32.94,1.67,2.25,8.7,39.97,119.0
Lucknow,2015-05-14,33.4,1.58,2.14,9.08,44.04,112.0
Lucknow,2015-05-15,28.85,1.75,2.24,8.33,59.35,119.0
Lucknow,2015-05-16,36.88,2.81,2.11,11.43,57.8,118.0
Lucknow,2015-05-17,36.01,2.65,2.14,10.25,53.5,127.0
Lucknow,2015-05-18,34.55,2.75,3.38,9.65,62.24,169.0
Lucknow,2015-05-19,34.76,2.34,1.97,13.1,57.99,118.0
Lucknow,2015-05-20,32.51,2.57,2.23,9.19,21.09,106.0
Lucknow,2015-05-21,42.98,2.54,2.94,14.66,17.09,115.0
Lucknow,2015-05-22,34.6,2.52,4.1,15.98,24.44,187.0
Lucknow,2015-05-23,46.62,6.14,3.04,20.47,29.18,135.0
Lucknow,2015-05-24,39.74,3.34,2.21,15.78,28.93,125.0
Lucknow,2015-05-25,45.86,2.54,2.61,23.05,29.77,128.0
Lucknow,2015-05-26,39.79,3.71,2.99,14.2,29.3,136.0
Lucknow,2015-05-27,39.79,2.44,4.89,16.28,30.02,163.0
Lucknow,2015-05-28,40.78,2.43,2.81,14.27,28.75,127.0
Lucknow,2015-05-29,56.01,3.57,2.76,19.4,28.77,127.0
Lucknow,2015-05-30,41.14,3.18,2.42,13.56,27.8,198.0
Lucknow,2015-05-31,25.56,5.11,2.24,11.13,29.71,107.0
Lucknow,2015-06-01,23.1,2.94,2.47,9.28,39.34,112.0
Lucknow,2015-06-02,44.99,2.13,2.46,13.14,43.93,116.0
Lucknow,2015-06-03,71.26,3.94,2.43,7.48,43.95,189.0
Lucknow,2015-06-04,61.85,2.7,2.59,7.77,43.57,198.0
Lucknow,2015-06-05,77.49,2.32,2.93,15.39,43.72,203.0
Lucknow,2015-06-06,76.8,2.47,2.1,14.44,44.27,193.0
Lucknow,2015-06-07,70.64,4.99,2.29,9.9,39.97,191.0
Lucknow,2015-06-08,78.15,7.2,2.99,11.68,41.26,211.0
Lucknow,2015-06-09,53.52,4.87,2.23,9.38,41.7,161.0
Lucknow,2015-06-10,52.4,2.04,3.33,10.6,42.61,217.0
Lucknow,2015-06-11,53.19,1.99,2.06,10.69,44.75,119.0
Lucknow,2015-06-12,47.72,1.61,2.06,6.47,53.5,139.0
Lucknow,2015-06-13,52.73,1.54,1.89,8.09,55.64,106.0
Lucknow,2015-06-14,42.28,0.91,1.53,7.83,55.76,101.0
Lucknow,2015-06-15,97.19,1.0,3.3,9.43,54.35,229.0
Lucknow,2015-06-16,95.8,1.84,3.9,9.41,56.31,270.0
Lucknow,2015-06-17,32.33,2.56,1.84,16.53,57.49,103.0
Lucknow,2015-06-18,34.61,2.27,2.46,10.54,57.06,94.0
Lucknow,2015-06-19,37.29,2.05,2.17,18.63,60.81,102.0
Lucknow,2015-06-20,123.5,2.13,5.77,17.75,57.42,104.0
Lucknow,2015-06-21,38.13,1.71,11.69,10.35,56.98,218.0
Lucknow,2015-06-22,64.33,1.87,3.71,10.52,56.85,159.0
Lucknow,2015-06-23,71.33,1.85,1.26,13.09,56.85,157.0
Lucknow,2015-06-24,35.56,2.18,2.34,11.06,57.24,132.0
Lucknow,2015-06-25,37.82,2.21,1.57,11.23,45.13,70.0
Lucknow,2015-06-26,35.19,2.01,2.66,11.25,24.84,188.0
Lucknow,2015-06-27,19.15,2.14,10.18,9.73,24.37,167.0
Lucknow,2015-06-28,18.09,2.07,1.32,12.89,24.63,59.0
Lucknow,2015-06-29,17.86,2.32,1.02,9.9,24.55,51.0
Lucknow,2015-06-30,17.81,2.62,7.09,15.69,24.65,131.0
Lucknow,2015-07-01,19.69,3.1,1.39,11.34,24.12,95.0
Lucknow,2015-07-02,23.32,2.95,1.42,13.63,23.83,80.0
Lucknow,2015-07-03,18.64,3.17,1.42,12.53,25.73,75.0
Lucknow,2015-07-04,19.77,2.4,2.88,12.44,25.9,115.0
Lucknow,2015-07-05,21.85,2.53,4.15,17.99,25.57,152.0
Lucknow,2015-07-06,27.82,2.44,10.51,9.22,25.93,153.0
Lucknow,2015-07-07,18.85,2.31,7.36,13.94,26.08,210.0
Lucknow,2015-07-08,18.47,2.21,9.11,10.63,25.11,112.0
Lucknow,2015-07-09,20.98,2.67,1.82,10.76,24.07,65.0
Lucknow,2015-07-10,21.6,2.5,2.42,12.16,24.9,80.0
Lucknow,2015-07-11,29.6,2.03,5.38,10.03,25.25,112.0
Lucknow,2015-07-12,67.45057794890306,17.574729662029362,4.27,6.69,34.49143047551845,47.0
Lucknow,2015-07-13,35.26,12.05,2.56,9.39,39.11,166.4635814889336
Lucknow,2015-07-14,37.85,9.59,6.37,10.0,26.84,205.0
Lucknow,2015-07-15,34.86,5.27,7.03,9.6,29.54,149.0
Lucknow,2015-07-16,24.42,4.87,7.86,10.29,29.33,136.0
Lucknow,2015-07-17,23.99,3.17,7.65,9.23,29.38,133.0
Lucknow,2015-07-18,24.5,3.17,8.74,9.92,29.94,123.0
Lucknow,2015-07-19,25.45,3.46,8.99,9.19,30.2,120.0
Lucknow,2015-07-20,25.49,3.05,9.61,8.63,29.08,165.0
Lucknow,2015-07-21,24.02,2.48,6.72,10.03,28.94,136.0
Lucknow,2015-07-22,30.2,2.19,2.17,9.56,29.38,97.0
Lucknow,2015-07-23,62.19,10.15,2.1,9.24,29.04,141.0
Lucknow,2015-07-24,52.39,4.39,2.34,10.72,30.29,156.0
Lucknow,2015-07-25,49.34,4.7,1.97,9.09,24.92,139.0
Lucknow,2015-07-26,35.5,3.74,2.76,13.01,21.02,127.0
Lucknow,2015-07-27,44.01,5.43,6.47,11.03,19.89,116.0
Lucknow,2015-07-28,51.09,13.67,2.38,9.42,26.09,139.0
Lucknow,2015-07-29,43.47,3.07,3.16,10.44,30.68,139.0
Lucknow,2015-07-30,41.28,3.14,2.15,11.25,27.57,136.0
Lucknow,2015-07-31,48.46,4.06,2.2,15.24,30.32,104.0
Lucknow,2015-08-01,48.58,3.64,6.96,6.8,34.52,194.0
Lucknow,2015-08-02,49.0,3.26,1.24,6.7,33.49,105.0
Lucknow,2015-08-03,43.58,3.53,1.32,9.06,33.51,86.0
Lucknow,2015-08-04,51.67,3.55,1.3,9.63,29.36,99.0
Lucknow,2015-08-05,46.36,3.23,1.5,10.32,26.69,118.0
Lucknow,2015-08-06,55.45,2.62,1.51,11.31,28.24,107.0
Lucknow,2015-08-07,43.3,3.02,1.24,10.8,17.7,110.0
Lucknow,2015-08-08,44.99,4.2,4.03,8.14,14.84,142.0
Lucknow,2015-08-09,68.06,4.93,1.34,9.49,10.72,101.0
Lucknow,2015-08-10,63.08,12.6,1.26,8.72,10.7,150.0
Lucknow,2015-08-11,50.4,4.13,1.98,7.4,12.55,175.0
Lucknow,2015-08-12,34.61,8.78,1.36,8.21,16.36,78.0
Lucknow,2015-08-13,57.71,3.28,1.37,9.39,17.04,119.0
Lucknow,2015-08-14,30.81,3.86,1.5,12.65,19.8,83.0
Lucknow,2015-08-15,32.36,3.76,1.39,15.15,20.69,82.0
Lucknow,2015-08-16,32.23,5.21,1.52,16.56,18.66,94.0
Lucknow,2015-08-17,31.72,4.89,1.4,13.12,19.63,84.0
Lucknow,2015-08-18,31.98,4.47,1.99,14.88,19.79,140.0
Lucknow,2015-08-19,33.01,4.25,1.58,13.65,21.1,103.0
Lucknow,2015-08-20,34.33,4.21,1.87,14.61,20.57,80.0
Lucknow,2015-08-21,21.08,17.59,1.51,8.69,21.76,75.0
Lucknow,2015-08-22,40.93,4.21,1.4,9.07,19.81,78.0
Lucknow,2015-08-23,43.9,4.87,1.32,7.68,19.74,77.0
Lucknow,2015-08-24,56.57,5.7,1.38,7.67,20.14,82.0
Lucknow,2015-08-25,46.62,3.58,1.2,7.47,21.09,158.0
Lucknow,2015-08-26,45.44,4.09,1.2,6.67,19.86,75.0
Lucknow,2015-08-27,40.47,6.41,1.95,8.71,33.11,106.0
Lucknow,2015-08-28,44.58,4.29,1.24,7.98,57.38,105.0
Lucknow,2015-08-29,42.75,5.64,1.38,8.39,41.24,82.0
Lucknow,2015-08-30,46.2,5.57,1.4,9.94,40.33,89.0
Lucknow,2015-08-31,45.17,5.83,1.32,10.23,41.17,94.0
Lucknow,2015-09-01,46.76,6.0,1.26,6.86,42.08,80.0
Lucknow,2015-09-02,47.64,6.12,1.34,8.18,39.54,86.0
Lucknow,2015-09-03,52.43,5.71,1.34,8.18,33.81,107.0
Lucknow,2015-09-04,57.1,4.51,1.42,8.3,33.35,113.0
Lucknow,2015-09-05,51.36,5.57,1.48,9.86,26.45,108.0
Lucknow,2015-09-06,62.46,4.58,1.47,10.01,19.49,117.0
Lucknow,2015-09-07,57.19,4.5,1.29,8.22,15.24,114.0
Lucknow,2015-09-08,66.99,4.32,1.45,9.24,11.43,143.0
Lucknow,2015-09-09,66.88,5.19,1.4,6.78,13.45,151.0
Lucknow,2015-09-10,62.73,6.37,1.3,10.45,18.61,132.0
Lucknow,2015-09-11,65.64,5.5,1.67,11.42,16.67,148.0
Lucknow,2015-09-12,72.15,5.13,1.55,8.9,12.37,149.0
Lucknow,2015-09-13,68.23,4.89,2.47,8.66,11.04,232.0
Lucknow,2015-09-14,66.15,4.95,1.61,10.2,11.49,154.0
Lucknow,2015-09-15,71.73,6.01,1.53,8.61,20.31,171.0
Lucknow,2015-09-16,64.24,6.28,1.38,8.12,34.96,152.0
Lucknow,2015-09-17,66.17,7.9,1.49,11.76,38.06,145.0
Lucknow,2015-09-18,64.64,7.03,1.65,6.88,58.73,160.0
Lucknow,2015-09-19,70.56,4.84,1.32,6.92,59.26,154.0
Lucknow,2015-09-20,74.68,4.57,1.95,9.75,30.49,196.0
Lucknow,2015-09-21,28.82,4.78,1.39,7.41,13.21,130.0
Lucknow,2015-09-22,28.26,4.18,1.62,2.54,14.26,90.0
Lucknow,2015-09-23,39.66,1.77,1.52,1.23,18.51,91.0
Lucknow,2015-09-24,48.54,2.51,1.44,2.2,31.76,85.0
Lucknow,2015-09-25,49.65,2.52,1.43,1.61,32.62,91.0
Lucknow,2015-09-26,42.27,2.47,1.61,2.1,32.05,86.0
Lucknow,2015-09-27,49.92,2.24,1.49,1.84,32.05,89.0
Lucknow,2015-09-28,63.28,2.02,1.75,3.18,31.91,101.0
Lucknow,2015-09-29,51.42,1.27,1.41,2.21,31.63,116.0
Lucknow,2015-09-30,47.21,1.41,5.68,2.26,36.79,223.0
Lucknow,2015-10-01,47.78,1.2,18.45,2.72,40.12,244.0
Lucknow,2015-10-02,54.13,1.31,12.16,1.9,40.06,143.0
Lucknow,2015-10-03,60.88,15.66,3.44,3.67,36.79,220.0
Lucknow,2015-10-04,65.59,11.5,1.19,2.63,34.11,154.0
Lucknow,2015-10-05,59.33,4.16,0.33,5.19,42.54,118.0
Lucknow,2015-10-06,34.68,3.73,12.5,7.2,47.45,148.0
Lucknow,2015-10-07,53.63,12.82,5.89,6.39,46.48,100.0
Lucknow,2015-10-08,68.67,10.39,9.97,4.54,36.18,183.0
Lucknow,2015-10-09,57.76,9.86,18.63,7.64,45.53,228.0
Lucknow,2015-10-10,44.58,17.34,5.54,5.18,36.33,171.0
Lucknow,2015-10-11,28.45,17.76,15.74,4.51,39.51,191.0
Lucknow,2015-10-12,70.75,3.65,2.58,4.92,31.79,156.0
Lucknow,2015-10-13,72.43,11.06,1.66,4.51,49.76,146.0
Lucknow,2015-10-14,73.52,9.6,1.56,4.62,48.78,164.0
Lucknow,2015-10-15,82.39,3.09,7.73,6.83,46.97,240.0
Lucknow,2015-10-16,95.47,11.88,1.62,3.68,40.67,188.0
Lucknow,2015-10-17,112.56,4.97,1.61,2.73,52.04,230.0
Lucknow,2015-10-18,133.81,3.01,1.59,3.49,71.97,267.0
Lucknow,2015-10-19,133.94,2.55,2.51,3.81,67.42,231.0
Lucknow,2015-10-20,188.69,16.41,1.74,4.39,69.65,323.0
Lucknow,2015-10-21,185.78,7.95,1.52,5.33,63.32,334.0
Lucknow,2015-10-22,166.1,12.73,1.88,6.46,61.79,324.0
Lucknow,2015-10-23,120.87,16.85,1.62,6.16,54.26,253.0
Lucknow,2015-10-24,155.09,28.27,5.07,5.95,69.01,331.0
Lucknow,2015-10-25,162.6,11.96,5.99,3.98,51.08,345.0
Lucknow,2015-10-26,190.97,22.35,2.49,4.95,56.56,340.0
Lucknow,2015-10-27,192.37,35.79,2.01,4.81,42.39,365.0
Lucknow,2015-10-28,156.6,33.88,1.56,4.94,20.85,345.0
Lucknow,2015-10-29,123.29,9.34,9.56,3.03,26.72,341.0
Lucknow,2015-10-30,123.44,15.19,8.69,5.91,32.81,319.0
Lucknow,2015-10-31,140.75,24.02,2.39,6.41,36.74,305.0
Lucknow,2015-11-01,154.01,14.6,2.36,4.65,38.51,329.0
Lucknow,2015-11-02,162.51,19.1,1.8,6.14,41.41,328.0
Lucknow,2015-11-03,147.9,12.9,1.8,6.72,45.5,329.0
Lucknow,2015-11-04,205.62,20.32,4.74,7.71,53.97,356.0
Lucknow,2015-11-05,187.6,16.48,4.16,5.66,51.48,389.0
Lucknow,2015-11-06,127.49,12.14,7.24,5.23,37.04,321.0
Lucknow,2015-11-07,192.7,24.97,2.25,7.36,40.66,333.0
Lucknow,2015-11-08,186.9,14.18,1.96,5.76,41.52,361.0
Lucknow,2015-11-09,143.47,22.4,2.85,9.47,45.57,264.0
Lucknow,2015-11-10,247.11,23.01,2.32,8.86,44.27,288.0
Lucknow,2015-11-11,325.72,9.27,1.64,9.08,55.03,427.0
Lucknow,2015-11-12,344.93,10.86,1.38,13.5,65.32,472.0
Lucknow,2015-11-13,333.82,11.07,1.73,10.95,66.83,482.0
Lucknow,2015-11-14,384.4,11.63,4.46,10.23,61.83,486.0
Lucknow,2015-11-15,306.59,11.42,1.26,7.89,63.49,478.0
Lucknow,2015-11-16,258.7,13.15,2.31,11.45,50.15,409.0
Lucknow,2015-11-17,226.73,12.32,3.61,7.88,42.69,402.0
Lucknow,2015-11-18,217.75,7.2,1.78,11.18,55.94,365.0
Lucknow,2015-11-19,264.18,8.22,3.75,8.47,44.63,395.0
Lucknow,2015-11-20,305.64,14.04,5.99,6.8,51.15,450.0
Lucknow,2015-11-21,268.78,10.64,2.77,7.68,49.03,422.0
Lucknow,2015-11-22,302.85,21.43,3.01,9.69,47.17,443.0
Lucknow,2015-11-23,281.45,22.68,2.92,8.37,43.9,427.0
Lucknow,2015-11-24,287.55,18.46,7.74,5.21,29.16,420.0
Lucknow,2015-11-25,243.68,12.27,3.2,4.87,37.37,427.0
Lucknow,2015-11-26,234.54,18.65,17.43,6.77,26.6,410.0
Lucknow,2015-11-27,320.88,11.79,1.94,4.07,28.0,443.0
Lucknow,2015-11-28,327.45,15.93,5.2,3.16,44.59,466.0
Lucknow,2015-11-29,226.18,21.55,16.09,4.02,39.68,424.0
Lucknow,2015-11-30,246.37,26.38,5.53,5.16,39.11,387.0
Lucknow,2015-12-01,213.96,39.31,4.08,4.42,35.2,417.0
Lucknow,2015-12-02,60.54,9.9,1.86,3.76,20.36,239.0
Lucknow,2015-12-03,196.55,4.82,1.52,3.57,45.18,259.0
Lucknow,2015-12-04,245.14,5.03,2.88,4.61,50.81,381.0
Lucknow,2015-12-05,358.43,20.06,3.09,6.64,44.22,452.0
Lucknow,2015-12-06,371.89,24.04,3.52,6.34,43.58,508.0
Lucknow,2015-12-07,506.04,42.6,5.1,7.33,36.68,508.0
Lucknow,2015-12-08,467.37,15.39,2.01,4.92,45.27,584.0
Lucknow,2015-12-09,385.13,71.62,2.77,11.19,47.33,532.0
Lucknow,2015-12-10,384.13,64.39,2.38,6.2,52.64,510.0
Lucknow,2015-12-11,240.85,22.85,2.43,4.12,39.65,426.0
Lucknow,2015-12-12,343.82,14.17,1.81,4.27,36.36,455.0
Lucknow,2015-12-13,245.71,9.59,1.39,4.49,41.23,418.0
Lucknow,2015-12-14,269.97,14.06,1.69,5.02,41.6,421.0
Lucknow,2015-12-15,206.35,15.78,1.99,5.53,48.63,372.0
Lucknow,2015-12-16,207.43,18.92,3.12,5.86,55.09,377.0
Lucknow,2015-12-17,174.5,15.73,3.41,5.02,49.4,344.0
Lucknow,2015-12-18,171.81,8.65,1.77,3.35,41.62,339.0
Lucknow,2015-12-19,130.02,31.42,2.56,4.85,53.82,270.0
Lucknow,2015-12-20,216.6,18.61,5.87,4.8,55.72,376.0
Lucknow,2015-12-21,209.5,20.35,4.66,5.66,55.87,362.0
Lucknow,2015-12-22,263.23,21.02,3.95,7.0,56.99,381.0
Lucknow,2015-12-23,277.97,10.47,2.67,5.33,46.88,442.0
Lucknow,2015-12-24,176.88,6.39,2.39,4.68,40.87,366.0
Lucknow,2015-12-25,119.88,5.24,11.6,5.07,48.63,325.0
Lucknow,2015-12-26,143.01,16.43,5.09,7.73,54.57,291.0
Lucknow,2015-12-27,145.11,20.03,1.3,4.23,44.31,332.0
Lucknow,2015-12-28,157.54,4.92,2.11,5.59,48.38,314.0
Lucknow,2015-12-29,152.87,2.7,3.77,5.87,50.53,346.0
Lucknow,2015-12-30,162.39,9.36,2.46,6.0,51.92,324.0
Lucknow,2015-12-31,207.99,21.55,4.27,8.1,50.82,359.0
Lucknow,2016-01-01,203.43,11.64,3.4,6.53,38.97,375.0
Lucknow,2016-01-02,188.05,7.22,2.49,4.82,40.81,366.0
Lucknow,2016-01-03,135.82,4.57,2.58,5.49,50.04,315.0
Lucknow,2016-01-04,137.98,8.89,2.95,5.99,61.74,304.0
Lucknow,2016-01-05,137.01,19.46,4.69,8.53,47.95,313.0
Lucknow,2016-01-06,173.33,14.07,4.04,6.95,64.96,327.0
Lucknow,2016-01-07,149.68,7.59,3.46,7.04,77.59,336.0
Lucknow,2016-01-08,155.57,5.74,2.01,6.77,45.41,318.0
Lucknow,2016-01-09,119.03,2.87,2.46,4.68,41.17,322.0
Lucknow,2016-01-10,120.45,3.05,2.31,6.93,51.24,245.0
Lucknow,2016-01-11,192.61,6.95,3.39,6.61,38.63,337.0
Lucknow,2016-01-12,237.84,5.66,2.66,5.8,36.95,376.0
Lucknow,2016-01-13,250.73,7.72,2.24,7.17,42.9,403.0
Lucknow,2016-01-14,250.67,9.21,1.85,6.86,38.05,402.0
Lucknow,2016-01-15,169.86,4.67,2.31,8.97,34.72,362.0
Lucknow,2016-01-16,174.76,2.69,7.15,5.03,30.67,349.0
Lucknow,2016-01-17,168.21,3.34,2.06,6.02,37.2,338.0
Lucknow,2016-01-18,232.46,5.09,1.93,7.1,36.08,369.0
Lucknow,2016-01-19,273.85,3.88,2.51,6.42,17.32,404.0
Lucknow,2016-01-20,139.7,2.38,3.1,5.65,30.12,375.0
Lucknow,2016-01-21,166.38,2.57,3.95,6.09,25.12,330.0
Lucknow,2016-01-22,255.63,2.5,7.43,6.49,46.69,372.0
Lucknow,2016-01-23,253.71,5.89,1.37,7.69,21.28,415.0
Lucknow,2016-01-24,241.9,11.64,1.88,8.44,28.9,404.0
Lucknow,2016-01-25,238.8,9.63,2.42,8.85,39.7,388.0
Lucknow,2016-01-26,248.76,7.27,1.76,7.45,47.57,404.0
Lucknow,2016-01-27,212.94,4.67,1.68,8.48,45.31,372.0
Lucknow,2016-01-28,255.85,5.38,1.4,7.75,44.62,393.0
Lucknow,2016-01-29,259.11,7.18,2.02,8.84,47.42,407.0
Lucknow,2016-01-30,277.66,4.29,1.61,7.22,39.27,418.0
Lucknow,2016-01-31,210.94,3.91,1.53,7.0,38.06,399.0
Lucknow,2016-02-01,151.38,4.26,1.64,6.69,37.27,337.0
Lucknow,2016-02-02,153.42,4.02,17.2,7.69,52.05,339.0
Lucknow,2016-02-03,130.88,4.1,1.87,4.67,71.66,316.0
Lucknow,2016-02-04,115.55,4.52,2.58,5.24,59.45,252.0
Lucknow,2016-02-05,178.06,2.57,1.47,5.55,64.32,315.0
Lucknow,2016-02-06,253.19,8.98,1.65,6.68,64.37,384.0
Lucknow,2016-02-07,255.81,7.04,1.3,6.08,54.25,394.0
Lucknow,2016-02-08,290.47,8.79,1.6,5.96,38.88,420.0
Lucknow,2016-02-09,206.49,6.49,1.33,7.04,54.66,394.0
Lucknow,2016-02-10,206.95,7.2,1.4,7.74,62.94,366.0
Lucknow,2016-02-11,209.99,5.97,5.16,8.61,51.53,392.0
Lucknow,2016-02-12,168.23,5.74,7.45,6.23,50.12,377.0
Lucknow,2016-02-13,147.08,6.05,1.35,6.38,45.07,319.0
Lucknow,2016-02-14,162.7,6.12,2.54,7.18,56.83,335.0
Lucknow,2016-02-15,171.76,5.77,1.37,6.96,55.8,330.0
Lucknow,2016-02-16,186.0,5.96,2.38,10.14,58.94,344.0
Lucknow,2016-02-17,195.12,6.47,1.68,6.7,57.27,358.0
Lucknow,2016-02-18,112.33,6.82,1.21,4.71,65.02,320.0
Lucknow,2016-02-19,105.53,5.16,1.27,4.95,54.73,252.0
Lucknow,2016-02-20,109.4,14.9,1.36,4.91,46.03,245.0
Lucknow,2016-02-21,86.47,3.75,1.09,3.53,46.49,238.0
Lucknow,2016-02-22,72.62,3.43,1.26,4.68,66.08,172.0
Lucknow,2016-02-23,94.93,7.04,1.45,6.18,69.74,190.0
Lucknow,2016-02-24,147.59,19.6,1.69,5.96,53.88,303.0
Lucknow,2016-02-25,151.15,6.62,1.4,5.65,70.73,322.0
Lucknow,2016-02-26,161.14,4.75,1.37,5.26,59.13,327.0
Lucknow,2016-02-27,152.14,6.42,2.14,5.2,44.25,335.0
Lucknow,2016-02-28,155.6,10.26,1.71,5.45,57.22,323.0
Lucknow,2016-02-29,203.51,6.48,1.37,3.72,56.33,349.0
Lucknow,2016-03-01,132.24,3.45,1.36,3.3,70.0,326.0
Lucknow,2016-03-02,166.73,5.37,1.66,6.16,88.12,314.0
Lucknow,2016-03-03,180.27,22.84,1.91,6.23,60.42,347.0
Lucknow,2016-03-04,164.73,9.68,1.47,6.49,54.17,332.0
Lucknow,2016-03-05,182.82,8.86,1.39,4.61,62.8,337.0
Lucknow,2016-03-06,122.08,10.23,1.51,3.33,52.64,305.0
Lucknow,2016-03-07,141.32,12.37,1.37,5.83,51.56,335.0
Lucknow,2016-03-08,79.23,7.04,1.35,4.45,54.03,228.0
Lucknow,2016-03-09,106.54,6.35,1.22,5.24,73.34,229.0
Lucknow,2016-03-10,87.27,6.89,1.31,6.1,82.64,220.0
Lucknow,2016-03-11,110.24,5.17,1.45,6.24,75.53,243.0
Lucknow,2016-03-12,85.74,6.04,1.28,5.13,47.69,229.0
Lucknow,2016-03-13,59.85,5.45,1.14,4.58,55.61,140.0
Lucknow,2016-03-14,58.33,13.27,1.8,5.17,48.82,100.0
Lucknow,2016-03-15,79.82,16.27,2.15,4.43,41.68,173.0
Lucknow,2016-03-16,76.06,4.59,1.26,4.02,57.35,134.0
Lucknow,2016-03-17,67.43,11.32,5.23,5.6,59.75,194.0
Lucknow,2016-03-18,65.14,21.58,1.55,6.71,54.79,120.0
Lucknow,2016-03-19,89.05,11.94,3.21,6.68,46.87,215.0
Lucknow,2016-03-20,86.68,4.62,1.41,6.46,55.92,178.0
Lucknow,2016-03-21,91.67,6.37,1.64,6.05,67.82,194.0
Lucknow,2016-03-22,79.28,24.14,1.28,6.59,74.48,173.0
Lucknow,2016-03-23,84.62,38.05,1.44,7.85,92.24,201.0
Lucknow,2016-03-24,97.75,12.76,1.57,7.96,95.29,232.0
Lucknow,2016-03-25,73.09,15.45,1.53,8.07,78.65,219.0
Lucknow,2016-03-26,85.56,11.91,3.17,6.73,68.96,194.0
Lucknow,2016-03-27,64.82,4.59,1.17,5.25,60.39,188.0
Lucknow,2016-03-28,75.89,6.62,1.94,5.72,65.46,137.0
Lucknow,2016-03-29,67.0,5.68,1.34,8.27,76.87,149.0
